O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,pred_timeStamps
10-26,961,903075,15:00:00,8,36,19;106;206;256;326;405;484;625;682;808;1013;1186;1376;1621;1739;1854;2051;2166;2325;2388;2444;2573;2631;2703;2912;2971;3057;3132;3216
10-29,641,902645,8:00:00,26,43,15;129;290;524;654;758;903;1014;1117;1247;1326;1453;1578;1719;1859;2116;2176;2232
10-31,570,901151,18:00:00,4,12,55;425;530;935;1745;2258;2678;2936;3298
10-26,841,902925,19:00:00,31,41,99;175;324;512;616;686;745;917;1032;1137;1234
10-28,751,942260,20:00:00,19,25,20;90;150;193;293;418;527
10-31,651,902941,12:00:00,21,26,87;238;521;571;683;913
10-26,802,903049,19:00:00,13,28,37;87;233;328;383;483;624;717;783;893;1010;1181;1270;1304;1408;1505
10-27,533,900680,17:00:00,8,27,79;189;264;399;535;605;690;744;838;953;1091;1221;1288;1390;1461;1587;1677;1747;1826;1934
10-27,871,906829,13:00:00,33,39,28;97;158;354;509;580;628
10-26,953,921683,19:00:00,18,30,55;209;319;390;525;649;740;920;963;1033;1109;1283;1351
10-26,868,906241,17:00:00,5,21,148;268;357;509;609;740;885;1166;1312;1417;1740;1845;2041;2359;2509;2841;3017
10-27,735,900557,9:00:00,5,24,83;171;238;371;458;553;614;659;759;954;1081;1290;1404;1499;1587;1735;1845;1994;2091;2292
10-30,681,907282,16:00:00,4,24,163;374;460;652;872;931;994;1140;1367;1538;1619;1679;1761;1960;2100;2180;2345;2621;2697;2792;2990
10-27,655,906093,13:00:00,28,33,81;165;249;386;524;608
10-29,836,905217,14:00:00,9,34,36;216;326;616;779;885;1009;1188;1313;1445;1577;1662;1825;1988;2120;2170;2297;2382;2497;2600;2705;2840;2978;3064;3178;3406
10-26,723,904503,9:00:00,8,16,102;286;380;685;748;812;1106;1165;1211
10-26,47,963840,7:00:00,2,20,31;107;292;418;498;693;922;1173;1304;1536;1727;1937;2229;2483;2743;2922;3096;3473;3583
10-28,866,905583,8:00:00,20,37,140;228;364;430;525;776;909;1032;1132;1264;1411;1516;1609;1679;1808;1894;2056;2185
10-28,681,907251,14:00:00,27,34,26;255;478;629;755;863;992;1158
10-25,652,903929,7:00:00,67,84,61;274;366;541;643;773;890;1087;1177;1255;1396;1488;1568;1683;1757;2066;2246;2417
10-25,55050,905821,7:00:00,7,20,129;248;469;684;841;977;1176;1229;1461;1636;1925;2147;2223;2581
10-25,34,912368,7:00:00,13,25,124;267;433;608;648;758;848;912;982;1147;1246;1296;1426
10-27,153,904127,11:00:00,11,20,15;79;149;209;285;375;513;615;704;931
10-25,606,900499,13:00:00,10,39,83;216;355;525;646;745;936;1204;1274;1414;1482;1635;1845;1950;2070;2175;2276;2414;2533;2664;2765;2886;2984;3030;3074;3117;3159;3206;3261;3311
10-27,717,901011,9:00:00,6,11,40;155;239;352;499;673
10-29,847,906676,22:00:00,32,47,81;176;286;411;557;630;680;781;892;948;1023;1097;1306;1359;1439;1519
10-29,600,912249,22:00:00,18,25,23;84;151;312;404;464;664;1176
10-31,462,901887,8:00:00,12,18,133;299;675;811;1862;2042;2692
10-26,907,905526,13:00:00,26,33,68;147;230;379;585;747;953;1020
10-29,968,903263,10:00:00,13,18,95;226;288;333;444;491
10-26,608,905376,17:00:00,41,48,189;326;451;553;651;766;827;927
10-28,838,921600,12:00:00,35,43,24;174;245;336;477;732;1002;1126;1368
10-27,3,932510,9:00:00,19,25,111;221;382;522;607;722;821
10-27,872,902285,11:00:00,8,35,12;190;289;369;449;572;732;1026;1086;1257;1404;1527;1606;1880;2005;2234;2355;2465;2564;2712;2816;2918;3048;3150;3298;3387;3523;3635
10-26,830,907143,11:00:00,19,26,66;145;372;463;520;549;699;759
10-28,9,904262,18:00:00,20,25,96;292;451;530;637;837
10-25,862,901091,9:00:00,17,30,47;135;246;353;643;931;972;1091;1299;1520;1589;1839;1908;1948
10-27,6002,900331,17:00:00,9,29,108;294;354;499;639;704;951;1142;1256;1378;1506;1591;1708;1807;1902;2067;2150;2243;2465;2618;2693
10-25,308,901354,17:00:00,11,20,43;100;313;376;503;630;774;917;1017;1073
10-28,662,900640,12:00:00,36,42,96;168;221;316;394;588;652
10-31,693,907415,10:00:00,15,35,214;361;471;660;794;965;1031;1136;1214;1287;1443;1534;1627;1703;1806;1861;1918;1975;2017;2208;2300
10-30,47,963841,18:00:00,43,51,0;159;308;652;876;1067;1182;1341;1436
10-30,751,942260,20:00:00,19,25,56;131;179;226;331;469;575
10-26,688,903773,13:00:00,60,66,77;162;361;468;608;666;973
10-26,673,900216,17:00:00,29,43,51;264;434;534;600;710;842;973;1166;1293;1394;1608;1777;1853;1922
10-31,652,903877,18:00:00,59,68,56;166;309;380;420;527;576;649;857;994
10-30,570,901148,12:00:00,8,17,263;768;1178;1427;1783;2088;2438;2801;3126;3418
10-31,657,921144,18:00:00,12,38,161;261;446;705;848;985;1199;1452;1532;1671;1765;1862;2075;2257;2357;2500;2626;2879;2983;3096;3165;3267;3329;3453;3532;3619;3757
10-26,186,906506,7:00:00,32,44,36;91;145;185;230;434;537;666;816;926;1126;1190;1451
10-30,711,906950,16:00:00,15,45,61;121;167;244;349;410;562;612;662;849;932;994;1114;1279;1339;1430;1544;1608;1717;1840;1977;2140;2213;2276;2393;2467;2567;2666;2852;3079;3348
10-29,693,921090,16:00:00,22,35,80;167;257;421;533;649;755;876;940;1009;1079;1161;1354;1440
10-30,952,906250,16:00:00,26,34,7;173;363;503;598;1003;1131;1321;1386
10-26,48,906229,17:00:00,39,51,57;285;430;673;856;1058;1185;1299;1466;1582;1698;1814;1930
10-31,903,906221,16:00:00,16,31,67;177;244;409;503;716;982;1102;1233;1334;1494;1671;1710;1809;1901;2096
10-25,1,902756,13:00:00,11,21,70;158;289;379;544;612;764;1024;1112;1189;1326
10-25,619,904727,21:00:00,11,43,43;236;324;480;641;767;937;1137;1255;1305;1434;1506;1617;1731;1792;1842;2062;2210;2254;2322;2443;2582;2630;2691;2782;3003;3121;3243;3365;3439;3551;3624;3700
10-26,804,905248,17:00:00,15,23,122;331;381;520;793;1131;1375;1526;1617
10-31,856,906888,16:00:00,8,31,57;171;289;431;529;644;778;900;1024;1226;1370;1488;1702;1879;2080;2331;2515;2798;2920;3148;3320;3442;3626;3757
10-27,707,905909,15:00:00,19,24,52;324;477;612;991;1172
10-25,629,901581,15:00:00,17,39,86;250;343;432;499;604;706;805;893;1015;1125;1197;1299;1364;1554;1630;1733;1883;2033;2134;2206;2787;2846
10-26,954,907445,17:00:00,29,41,42;107;266;350;389;461;580;706;809;863;920;995;1086
10-26,861,905901,17:00:00,9,29,120;306;432;680;850;982;1277;1471;1611;1893;1993;2106;2176;2396;2491;2586;2691;2815;2886;2957;3022
10-25,458,901533,15:00:00,23,31,10;73;115;198;271;371;555;604;677
10-28,867,900359,12:00:00,23,35,41;104;182;314;420;619;767;896;1043;1173;1294;1470;1564
10-26,96,921468,7:00:00,35,44,60;100;130;175;220;255;310;355;533;627
10-26,643,963812,17:00:00,26,30,89;199;366;476;546
10-26,827,902382,7:00:00,4,17,87;214;460;619;758;861;1001;1164;1280;1389;1536;1640;1836;1950
10-30,824,907217,14:00:00,27,40,27;114;218;313;388;468;587;743;855;922;996;1137;1255;1292
10-26,705,900799,11:00:00,30,67,46;145;234;362;480;579;662;726;774;842;898;978;1075;1147;1225;1288;1387;1494;1569;1663;1778;1856;1913;1978;2044;2143;2223;2274;2414;2466;2547;2610;2707;2802;2896;3005;3080;3141
10-26,186,906476,9:00:00,20,30,39;146;236;304;344;510;578;638;679;826;896
10-26,911,907291,11:00:00,18,32,62;231;438;694;802;932;1077;1278;1438;1536;1692;1849;1910;2026;2112
10-28,634,912241,16:00:00,17,32,107;236;443;558;689;771;851;975;1064;1209;1420;1539;1633;1874;2131;2445
10-30,13,904705,14:00:00,8,19,57;220;334;387;527;655;761;841;918;1063;1347;1509
10-27,857,904021,17:00:00,33,37,80;207;342;477;593
10-29,908,900912,8:00:00,6,37,74;165;288;412;527;598;676;789;911;1024;1093;1148;1233;1442;1686;1811;1951;2041;2105;2229;2292;2347;2523;2646;2719;2838;2955;3010;3074;3174;3326;3434
10-27,800,922546,15:00:00,26,49,163;287;519;650;856;983;1256;1357;1445;1548;1721;1952;2012;2128;2203;2314;2355;2445;2648;2779;2964;3161;3241;3369
10-27,907,905516,9:00:00,20,32,90;170;338;659;786;872;968;1139;1193;1359;1502;1626;1794
10-28,655,906092,8:00:00,23,33,127;206;289;344;446;548;634;731;839;949;1001
10-29,362,905625,20:00:00,2,16,92;176;223;267;299;343;529;578;645;746;873;922;997;1086;1202
10-31,175,902467,18:00:00,10,29,209;259;355;555;744;843;1100;1181;1221;1478;1557;1673;1723;1864;1974;2094;2209;2311;2458;2684
10-31,50,932547,10:00:00,10,17,113;223;373;568;741;864;1115;1357
10-27,863,960158,19:00:00,33,37,17;78;164;457;603
10-26,570,901156,15:00:00,8,17,157;651;1052;1292;1636;1915;2162;2493;2817;3106
10-27,763,901327,13:00:00,42,51,53;98;170;312;385;523;592;721;838;981
10-25,804,911521,19:00:00,7,23,40;160;307;423;573;677;778;881;1124;1312;1371;1488;1733;2045;2255;2415;2495
10-29,706,906553,20:00:00,39,46,44;100;198;283;363;458;523;578
10-28,697,906696,14:00:00,15,30,185;233;271;326;478;531;714;873;966;1128;1287;1509;1626;1717;1846;1958
10-27,593,906726,17:00:00,21,25,96;231;348;539;636
10-25,610,906378,7:00:00,18,35,36;136;343;503;590;757;896;1085;1164;1232;1396;1474;1570;1802;1875;2040;2138;2201
10-25,30,905296,11:00:00,16,23,92;307;369;528;706;866;1096;1328
10-26,367,905602,19:00:00,3,17,87;249;322;420;527;685;763;890;927;1228;1295;1378;1428;1488;1539
10-30,685,902520,14:00:00,11,34,44;229;413;545;754;878;958;1088;1178;1487;1599;1733;1820;1940;2016;2127;2364;2497;2608;2729;2896;3005;3099;3303
10-28,831,907069,10:00:00,8,30,41;212;311;403;520;589;680;764;949;1035;1096;1194;1373;1597;1739;1865;2183;2251;2463;2638;2724;2833;3073
10-30,459,905409,20:00:00,34,44,66;121;191;302;362;432;477;528;623;693;765
10-28,827,903587,16:00:00,6,17,120;273;418;528;676;841;963;1071;1201;1271;1455;1552
10-26,634,912367,17:00:00,19,33,65;155;336;478;605;714;868;996;1150;1254;1364;1457;1515;1667;1733
10-30,3,932508,20:00:00,13,24,37;102;138;308;361;411;496;631;671;738;790;867
10-29,871,906835,18:00:00,31,40,132;286;409;520;640;778;910;987;1106;1188
10-28,619,904726,10:00:00,31,43,61;230;294;359;480;729;874;975;1123;1222;1390;1458;1508
10-30,50,932544,8:00:00,13,17,18;139;244;484;756
10-28,903,906219,18:00:00,23,33,24;167;315;459;606;687;753;1027;1159;1214;1316
10-25,912,907276,19:00:00,31,35,26;433;509;576;660
10-30,638,932626,10:00:00,28,43,34;112;210;298;393;560;707;794;868;958;1191;1283;1353;1498;1582;1842
10-27,607,906355,9:00:00,27,42,120;242;364;517;682;838;1035;1220;1416;1563;1668;1729;1819;1897;2011;2100
10-26,840,903108,13:00:00,10,35,8;86;227;480;613;761;926;1101;1253;1367;1521;1615;1721;1867;2082;2190;2280;2388;2497;2580;2684;2779;2885;3011;3093;3213
10-30,655,906092,16:00:00,9,33,41;125;232;279;361;543;671;742;810;880;994;1034;1132;1265;1399;1485;1575;1636;1746;1857;1946;2042;2159;2257;2302
10-26,20,903360,15:00:00,10,31,52;210;297;441;509;556;624;702;793;1090;1180;1257;1389;1460;1520;1607;1711;1836;1936;1986;2051;2155
10-27,686,906038,11:00:00,40,61,90;194;298;534;616;717;767;867;1122;1207;1272;1335;1391;1463;1568;1637;1686;1795;1879;2130;2211;2265
10-25,700,902697,7:00:00,21,37,75;286;403;475;554;765;1029;1107;1238;1393;1512;1631;1788;1887;2023;2110;2179
10-29,535,901550,16:00:00,24,28,46;142;193;250;338
10-28,6001,900298,10:00:00,6,25,101;279;401;578;833;950;1042;1150;1227;1457;1526;1601;1676;1756;1895;2038;2155;2354;2538;2735
10-26,711,906932,21:00:00,28,45,120;172;246;336;384;481;586;712;863;926;978;1080;1140;1224;1308;1478;1688;1940
10-26,753,901063,11:00:00,18,29,40;191;296;376;548;620;694;743;814;934;1043;1088
10-29,698,902371,16:00:00,37,42,67;135;189;263;383;467
10-31,872,902287,10:00:00,25,46,236;312;448;617;851;901;1036;1337;1447;1576;1650;1760;1853;1980;2060;2176;2299;2400;2484;2528;2698;2756
10-30,402,900147,12:00:00,11,26,68;144;349;458;563;643;721;812;881;935;1022;1110;1187;1249;1315;1402
10-27,681,907281,11:00:00,9,30,41;81;235;472;654;743;812;903;1209;1352;1465;1675;1950;2027;2126;2327;2653;2768;2948;3196;3386;3496
10-29,220,901472,14:00:00,18,22,14;112;166;212;269
10-27,672,902501,9:00:00,23,38,74;224;351;435;488;601;739;831;963;1061;1109;1334;1449;1636;1755;1915
10-26,571,907389,9:00:00,10,22,22;153;202;260;319;385;506;566;659;756;900;993;1045
10-26,869,903448,19:00:00,21,42,71;132;210;333;427;494;664;748;890;1074;1126;1207;1300;1432;1503;1547;1639;1727;1780;1840;1913;2021
10-31,962,903139,8:00:00,8,27,84;263;368;475;655;839;1083;1262;1380;1603;1777;1916;1986;2202;2448;2563;2691;2834;2946;3323
10-26,679,906447,11:00:00,18,35,113;201;342;465;623;705;918;1055;1205;1273;1367;1463;1567;1670;1762;1993;2137;2198
10-31,700,906587,8:00:00,31,37,62;180;336;435;568;660;734
10-25,7052,903554,19:00:00,47,52,4;93;162;245;390;522
10-30,658,900520,12:00:00,32,47,94;308;354;662;854;971;1190;1376;1438;1487;1573;1651;1734;1824;1869;2014
10-26,868,900851,19:00:00,26,35,92;181;277;361;529;641;810;927;1063;1098
10-26,912,904372,21:00:00,17,35,120;294;467;626;803;860;1007;1180;1230;1402;1509;1712;1882;1986;2040;2434;2502;2565;2646
10-27,96,907059,11:00:00,29,35,118;166;229;385;541;676;927
10-31,800,922528,18:00:00,39,50,67;140;187;373;463;572;682;793;852;908;978;1070
10-25,34,906399,11:00:00,8,25,131;273;390;475;648;708;841;1003;1167;1226;1330;1410;1463;1550;1687;1775;1838;1965
10-30,916,905490,12:00:00,14,23,86;235;357;510;566;643;805;998;1073;1212
10-30,607,906348,16:00:00,32,42,64;259;439;634;814;918;978;1069;1154;1249;1334
10-25,856,906884,9:00:00,29,40,6;105;208;309;428;524;759;841;915;959;1125;1246
10-26,911,903273,13:00:00,18,32,83;243;444;693;794;917;1055;1250;1402;1493;1642;1793;1852;1975;2061
10-30,697,906708,18:00:00,20,31,74;181;295;428;551;633;751;831;1016;1097;1163;1366
10-31,857,904020,22:00:00,13,37,19;72;122;192;312;395;541;606;731;835;925;1105;1163;1321;1457;1672;1780;1870;1963;2078;2148;2234;2325;2417;2489
10-26,1,902737,17:00:00,6,30,246;389;459;609;702;841;979;1066;1152;1401;1561;1611;1698;1859;2028;2112;2185;2287;2446;2515;2587;2696;2780;2851;2918
10-28,570,904737,8:00:00,2,11,144;326;486;1021;1191;1543;2349;2853;3265;3520
10-25,842,900983,19:00:00,13,25,109;374;571;806;996;1088;1348;1442;1531;1686;1840;1945;2019
10-30,185,905675,14:00:00,24,30,72;378;771;1016;1375;1515;1921
10-29,600,912373,8:00:00,4,25,24;193;282;406;489;680;944;1374;1575;1743;1929;2057;2187;2438;2553;2627;2707;2873;2974;3037;3247;3741
10-30,903,906212,8:00:00,24,31,75;190;363;553;626;713;818;1076
10-28,851,903496,16:00:00,16,27,37;337;438;506;634;724;876;1012;1096;1159;1265;1410
10-27,663,900173,19:00:00,28,33,40;162;286;326;391;578
10-29,223,905028,8:00:00,5,14,59;136;185;226;298;369;551;619;762;911
10-27,203,905783,11:00:00,3,23,29;91;197;292;385;460;568;624;728;815;874;1043;1130;1206;1310;1418;1490;1612;1789;1845;1979
10-25,641,902645,9:00:00,12,37,62;364;481;596;926;1089;1218;1412;1525;1636;1769;1854;2010;2101;2231;2360;2483;2711;2873;2940;3044;3200;3370;3436;3497;3618
10-26,605,901279,17:00:00,18,24,73;216;290;432;497;618;769
10-28,705,905793,16:00:00,2,35,80;142;197;299;413;495;587;660;728;795;917;957;1092;1170;1232;1305;1361;1435;1556;1662;1722;1855;1964;2003;2062;2118;2195;2272;2314;2394;2435;2475;2556;2638
10-25,640,903185,17:00:00,31,40,81;146;301;478;549;649;788;907;962;1044
10-30,706,906567,10:00:00,17,46,76;154;196;386;473;551;612;723;790;837;914;975;1029;1086;1279;1521;1656;1778;1836;1896;1992;2031;2073;2136;2237;2325;2404;2501;2571;2630
10-25,859,900475,21:00:00,35,59,119;199;290;386;586;653;792;824;854;959;1042;1202;1263;1349;1400;1456;1513;1570;1640;1707;1850;1915;1961;2024;2062
10-25,800,922546,21:00:00,43,50,56;144;211;294;329;367;438;519
10-27,610,906378,9:00:00,15,33,108;315;463;563;704;874;993;1167;1342;1610;1718;1786;1953;2040;2117;2305;2385;2481;2615
10-30,47,904340,10:00:00,40,51,120;249;390;640;781;913;1239;1444;1617;1720;1861;1959
10-29,810,904768,10:00:00,5,21,65;159;384;541;673;870;946;1003;1163;1234;1314;1547;1597;1760;1856;1954;2164
10-26,678,904323,7:00:00,14,31,57;106;250;335;396;481;653;840;1016;1234;1409;1662;1767;1993;2116;2222;2417;2726
10-30,867,900373,20:00:00,25,32,46;166;274;490;555;595;652;775
10-27,857,904020,9:00:00,32,37,71;167;259;358;457;538
10-25,185,905681,17:00:00,22,30,190;316;654;990;1410;1685;2007;2207;3253
10-25,606,900494,9:00:00,34,39,13;149;312;499;650;727
10-28,1,902737,18:00:00,5,29,54;129;205;261;364;493;558;650;759;867;1017;1067;1244;1565;1656;1737;1878;1965;2052;2249;2346;2444;2606;2750;2946
10-30,952,900012,16:00:00,12,33,76;203;468;631;831;1072;1170;1250;1352;1540;1661;1908;2053;2223;2388;2598;2838;2956;3059;3462;3588;3799
10-25,753,901060,15:00:00,16,29,29;119;205;270;345;412;454;535;630;703;784;834;888;948
10-31,681,907262,20:00:00,9,34,41;82;205;404;549;618;703;755;916;1018;1099;1266;1502;1566;1646;1816;2068;2154;2305;2533;2742;2878;2994;3089;3208;3366
10-26,676,904697,15:00:00,2,27,45;84;243;327;399;470;519;644;724;789;849;902;1034;1347;1480;1602;1752;1965;2148;2278;2403;2455;2558;2664;2824;2959
10-27,619,904720,9:00:00,19,41,36;125;197;350;449;508;702;800;931;1086;1232;1694;1877;1922;2014;2185;2334;2413;2550;2704;2765;2860;3000
10-29,95,921434,16:00:00,5,22,22;151;460;535;688;837;949;994;1249;1338;1537;1669;1862;1953;2059;2131;2194;2265
10-30,856,906879,16:00:00,19,40,217;455;707;943;1084;1396;1527;1724;1873;1949;2080;2186;2295;2404;2528;2630;2862;2958;3028;3094;3264;3403
10-30,847,906744,10:00:00,31,47,36;136;257;359;491;649;741;801;911;1033;1125;1230;1335;1520;1574;1659;1737
10-28,857,904021,14:00:00,17,37,70;179;354;448;595;721;816;1021;1103;1294;1459;1644;1773;1884;1999;2128;2235;2339;2450;2560;2650
10-29,638,932625,12:00:00,39,43,3;178;331;425;713
10-27,952,900012,9:00:00,16,34,187;479;579;662;765;937;1034;1241;1346;1482;1639;1798;1982;2107;2203;2587;2732;2926;2979
10-28,868,900845,10:00:00,7,17,81;307;461;547;635;741;905;1077;1164;1380;1583
10-28,1,902735,10:00:00,17,29,164;437;536;625;774;865;911;1112;1212;1317;1437;1558;1714
10-27,688,905166,13:00:00,40,52,90;166;289;403;464;602;669;848;923;1019;1099;1198;1526
10-28,801,905119,8:00:00,18,38,109;209;359;529;608;706;818;893;1176;1238;1273;1349;1422;1514;1581;1630;1745;1868;1926;2018;2105
10-29,97,921455,16:00:00,16,23,48;169;416;547;660;800;1050;1313
10-26,907,905528,9:00:00,19,33,47;149;367;547;652;832;961;1104;1195;1291;1455;1674;1848;2084;2154
10-31,32,902211,20:00:00,16,20,104;248;361;436;492
10-28,639,901812,10:00:00,15,36,116;300;479;568;840;973;1138;1394;1509;1695;1787;1869;1967;2044;2207;2330;2446;2586;2742;2858;2933;3138
10-25,641,906253,13:00:00,35,43,47;96;203;427;552;659;854;923;1030
10-25,829,903416,9:00:00,2,26,8;98;337;454;528;734;901;1126;1166;1266;1366;1552;1599;1697;1787;1882;2070;2150;2296;2431;2556;2655;2736;2913;3124
10-30,904,905142,12:00:00,15,36,84;176;329;467;801;891;1020;1154;1219;1313;1590;1636;1832;2079;2165;2203;2245;2315;2380;2578;2663;2724
10-29,812,906161,10:00:00,14,28,64;221;376;568;633;683;843;903;981;1217;1271;1376;1444;1525;1623
10-26,847,906770,7:00:00,20,26,18;98;198;381;612;718;779
10-31,3,932511,14:00:00,6,24,3;172;300;561;726;816;982;1144;1254;1294;1364;1438;1508;1568;1701;1755;1838;1886;1969
10-26,157,932301,7:00:00,13,24,55;176;278;377;427;477;561;616;751;821;926;1027
10-26,632,904203,15:00:00,20,41,48;423;574;728;948;1199;1274;1378;1455;1531;1624;1818;1975;2078;2198;2315;2422;2607;2686;2790;2851;2934
10-27,706,906558,9:00:00,5,41,29;87;174;262;354;453;533;616;792;888;994;1043;1165;1241;1280;1442;1525;1599;1656;1763;1846;1902;1976;2034;2085;2139;2331;2531;2689;2810;2854;2926;3021;3057;3097;3158;3256
10-28,606,900506,12:00:00,5,23,136;267;424;519;637;1237;1382;1532;1714;1845;2020;2227;2511;2596;2752;2836;3006;3232;3353
10-27,622,904575,17:00:00,41,49,84;152;212;275;451;546;599;675;733
10-27,679,906457,21:00:00,9,34,58;153;224;304;444;596;675;825;896;1025;1109;1287;1463;1554;1595;1683;1768;1828;1874;1957;2105;2304;2367;2437;2506;2576
10-29,47,962336,18:00:00,8,32,73;319;403;612;746;903;1163;1355;1552;1683;1804;2319;2390;2542;2629;2694;2767;3044;3137;3243;3355;3555;3689;3940;4058
10-28,907,905513,20:00:00,13,33,89;298;368;466;577;788;865;959;1198;1366;1446;1609;1718;1873;1961;2052;2203;2417;2564;2780;2869
10-26,623,904591,15:00:00,21,31,22;239;304;349;413;629;712;817;903;971;1046
10-25,9,904265,7:00:00,7,24,55;167;264;417;548;656;852;1058;1216;1344;1493;1682;1840;1992;2238;2439;2551;2686
10-29,6001,900297,18:00:00,15,21,105;214;374;493;589;713;786
10-28,657,921144,8:00:00,30,46,54;189;301;470;566;712;807;950;1126;1283;1328;1413;1524;1683;1844;2112;2156
10-26,633,903466,9:00:00,5,28,34;64;184;339;409;571;789;912;1040;1183;1256;1409;1487;1616;1750;1881;2059;2226;2314;2401;2595;2732;2912;3041
10-28,619,904714,20:00:00,37,43,102;228;355;425;547;620;681
10-28,863,960169,8:00:00,24,39,73;262;350;480;583;632;749;817;927;1028;1121;1203;1436;1599;1727;1776
10-26,641,904353,19:00:00,8,31,14;149;203;290;392;565;647;699;866;1095;1232;1402;1489;1550;1620;1732;1943;2135;2268;2391;2686;2927;3132;3241
10-31,685,902514,18:00:00,9,30,58;179;370;617;821;973;1204;1349;1434;1577;1691;2024;2161;2321;2438;2589;2695;2837;3105;3271;3417;3575
10-30,1,902754,20:00:00,24,30,25;76;125;213;276;326;381
10-28,818,904460,14:00:00,32,38,50;98;270;540;692;823;909
10-27,911,902456,9:00:00,28,32,40;206;278;411;508
10-31,700,906586,12:00:00,2,27,96;221;335;436;549;720;855;997;1156;1305;1472;1634;1774;1863;2123;2294;2438;2579;2769;2861;3001;3144;3270;3373;3519;3647
10-28,746,905367,10:00:00,9,13,17;176;391;687;812
10-27,665,906087,11:00:00,30,38,74;178;275;361;522;661;758;857;933
10-25,700,906439,15:00:00,2,27,27;126;220;309;399;536;620;740;884;1017;1173;1325;1437;1504;1681;1841;1977;2110;2278;2363;2496;2631;2751;2846;2984;3104
10-27,8,906920,11:00:00,4,18,54;218;422;523;795;945;1042;1363;1508;1709;1954;2025;2095;2176;2281
10-27,878,905856,13:00:00,15,43,33;156;250;307;430;617;712;775;957;1119;1318;1520;1642;1723;1858;2057;2245;2359;2474;2535;2632;2758;2856;2902;2981;3037;3095;3242;3303
10-25,806,906529,13:00:00,7,31,32;151;305;453;693;767;811;886;978;1099;1255;1349;1438;1567;1652;1741;1842;1939;2028;2243;2330;2390;2438;2591;2716
10-25,870,901394,19:00:00,15,40,124;342;469;667;785;975;1090;1371;1501;1781;1884;2001;2091;2225;2433;2541;2633;2718;2886;3041;3136;3255;3388;3471;3657;3771
10-26,312,907191,15:00:00,14,19,4;82;149;211;586;748
10-26,830,907139,7:00:00,21,25,63;167;263;357;623
10-28,653,900202,12:00:00,23,31,22;121;353;421;490;711;805;883;1052
10-31,649,912376,10:00:00,14,19,73;175;406;480;659;714
10-28,878,905868,16:00:00,23,43,217;413;648;869;1004;1097;1246;1461;1668;1802;1938;2002;2119;2263;2379;2438;2531;2599;2673;2836;2911
10-25,609,900941,11:00:00,22,45,120;267;368;547;638;818;937;1027;1124;1384;1687;1795;1975;2155;2242;2360;2580;2727;2899;3000;3090;3168;3309;3408
